,city,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
352,henties bay,96.0,NA,1569520920.0,93.0,-22.12,14.28,59.0,4.0
353,nokaneng,0.0,BW,1569520920.0,18.0,-19.66,22.19,65.9,11.48
354,arlit,0.0,NE,1569520920.0,7.0,18.74,7.39,99.74,5.91
355,banjar,86.0,ID,1569520921.0,88.0,-7.37,108.54,72.56,0.2
356,bathsheba,20.0,BB,1569520921.0,62.0,13.22,-59.52,87.8,11.41
357,ulaangom,33.0,MN,1569520921.0,70.0,49.98,92.07,48.08,1.83
358,bongandanga,94.0,CD,1569520921.0,83.0,1.51,21.07,74.54,3.96
359,keta,20.0,GH,1569520921.0,78.0,5.92,0.99,82.4,14.99
360,mana,100.0,NG,1569520922.0,34.0,13.03,5.27,91.82,4.81
361,ozernovskiy,100.0,RU,1569520922.0,93.0,51.5,156.52,44.12,22.26
362,santa isabel do rio negro,40.0,BR,1569520922.0,48.0,-0.41,-65.02,93.08,2.26
363,ushtobe,79.0,KZ,1569520922.0,32.0,45.25,77.98,64.1,10.87
364,praia,90.0,BR,1569520922.0,82.0,-20.25,-43.81,64.4,3.09
365,andenes,,,,,,,,
366,vallenar,0.0,CL,1569520923.0,38.0,-28.58,-70.76,67.52,11.05
367,leshan,77.0,CN,1569520923.0,80.0,29.56,103.76,64.82,3.49
368,kamaishi,21.0,JP,1569520923.0,72.0,39.28,141.86,48.44,2.44
369,canutama,34.0,BR,1569520924.0,30.0,-6.53,-64.38,100.64,2.48
370,kaoma,7.0,ZM,1569520924.0,40.0,-14.8,24.8,69.86,8.68
371,ostrovnoy,91.0,RU,1569520924.0,89.0,68.05,39.51,36.74,12.39
372,auki,100.0,NG,1569520924.0,52.0,12.18,6.51,84.44,4.36
373,taoudenni,23.0,ML,1569520925.0,7.0,22.68,-3.98,105.5,7.27
374,upornaya,100.0,RU,1569520925.0,94.0,44.39,41.02,55.28,6.46
375,marcona,,,,,,,,
376,cabo san lucas,5.0,MX,1569520630.0,69.0,22.89,-109.91,89.01,3.36
377,montepuez,21.0,MZ,1569520925.0,42.0,-13.13,39.0,73.28,12.35
378,hervey bay,48.0,AU,1569520926.0,87.0,-25.3,152.85,59.0,4.7
379,el juncal,52.0,AR,1569520926.0,38.0,-40.81,-63.12,65.18,21.34
380,kuna,1.0,US,1569520695.0,39.0,43.49,-116.42,69.01,5.12
381,albina,44.0,GF,1569520926.0,63.0,5.5,-54.06,87.14,4.63
382,huntsville,1.0,US,1569520819.0,48.0,34.73,-86.59,93.0,10.29
383,souris,90.0,CA,1569520926.0,82.0,46.36,-62.25,59.0,6.93
384,vestbygda,,,,,,,,
385,kangaatsiaq,18.0,GL,1569520927.0,61.0,68.31,-53.46,40.16,20.29
386,congonhas,100.0,BR,1569520868.0,96.0,-20.5,-43.86,61.22,3.09
387,adrar,20.0,DZ,1569520927.0,7.0,27.87,-0.29,109.4,3.36
388,ferkessedougou,84.0,CI,1569520927.0,68.0,9.6,-5.2,82.28,2.44
389,ilulissat,20.0,GL,1569520927.0,33.0,69.22,-51.1,42.8,12.75
390,hyderabad,75.0,IN,1569520847.0,100.0,17.36,78.47,75.2,11.41
391,iquique,75.0,CL,1569520928.0,63.0,-20.22,-70.14,62.6,11.41
392,izumo,75.0,JP,1569520928.0,83.0,35.37,132.75,69.8,1.12
393,nioki,73.0,CD,1569520929.0,67.0,-2.72,17.69,79.22,1.66
394,riyadh,0.0,SA,1569520932.0,24.0,24.63,46.72,93.2,5.82
395,ambodifototra,,,,,,,,
396,tonantins,77.0,BR,1569520932.0,50.0,-2.86,-67.77,92.72,1.48
397,awbari,13.0,LY,1569520932.0,16.0,26.59,12.77,84.62,1.74
398,mareeba,50.0,AU,1569520932.0,83.0,-16.99,145.42,71.01,6.93
399,hunza,,,,,,,,
400,waipawa,14.0,NZ,1569520933.0,89.0,-39.94,176.59,48.99,8.01
401,clyde river,75.0,CA,1569520933.0,75.0,70.47,-68.59,42.8,4.7
402,naryan-mar,49.0,RU,1569520933.0,88.0,67.67,53.09,35.66,12.91
403,nyurba,18.0,RU,1569520933.0,86.0,63.29,118.35,32.06,4.56
404,kargasok,47.0,RU,1569520934.0,86.0,59.06,80.87,33.86,7.27
405,laramie,1.0,US,1569520934.0,19.0,41.31,-105.59,73.99,29.97
406,faya,20.0,SA,1569520934.0,25.0,18.39,42.45,75.2,10.29
407,birao,57.0,CF,1569520934.0,89.0,10.3,22.78,76.16,8.48
408,chachapoyas,2.0,PE,1569520935.0,32.0,-6.23,-77.87,72.02,5.57
409,ayan,42.0,IR,1569520935.0,37.0,38.23,44.7,53.66,4.16
410,klyuchevskiy,71.0,RU,1569520935.0,85.0,53.53,119.45,47.9,2.62
411,maniitsoq,38.0,GL,1569520935.0,53.0,65.42,-52.9,45.56,6.33
412,guozhen,39.0,CN,1569520935.0,50.0,29.3,113.14,70.4,2.64
413,bambui,100.0,CM,1569520936.0,96.0,6.01,10.23,64.82,1.61
414,ausa,100.0,IN,1569520936.0,89.0,18.25,76.5,73.46,12.06
415,honningsvag,75.0,NO,1569520936.0,93.0,70.98,25.97,46.4,2.24
416,oranjestad,20.0,AW,1569520700.0,74.0,12.52,-70.03,87.8,8.05
417,boden,0.0,SE,1569520936.0,93.0,65.83,21.69,46.4,1.12
418,inuvik,75.0,CA,1569520937.0,85.0,68.36,-133.71,33.8,5.82
419,ballina,75.0,IE,1569520937.0,93.0,54.11,-9.15,57.99,16.11
420,teguldet,15.0,RU,1569520937.0,89.0,57.31,88.17,30.08,4.79
421,kizema,99.0,RU,1569520937.0,97.0,61.11,44.83,34.58,5.06
422,nome,90.0,US,1569520937.0,52.0,30.04,-94.42,90.0,3.36
423,mehran,0.0,IR,1569520938.0,22.0,33.12,46.17,77.0,2.24
424,karratha,3.0,AU,1569520938.0,65.0,-20.74,116.85,63.02,8.68
425,el alto,40.0,BO,1569520938.0,30.0,-16.5,-68.19,57.2,5.82
426,boyolangu,48.0,ID,1569520938.0,92.0,-8.09,111.9,67.34,5.37
427,jalu,0.0,LY,1569520939.0,34.0,29.03,21.55,83.54,8.63
428,naenwa,,,,,,,,
429,harper,1.0,US,1569520939.0,49.0,30.3,-99.24,93.0,6.73
430,kankaanpaa,0.0,FI,1569520939.0,93.0,61.8,22.42,46.99,3.36
431,pochutla,75.0,MX,1569520939.0,66.0,15.74,-96.47,91.0,5.26
432,avera,1.0,US,1569520940.0,34.0,33.19,-82.53,96.8,10.29
433,stornoway,,,,,,,,
434,kysyl-syr,17.0,RU,1569520940.0,93.0,63.9,122.77,32.42,5.91
435,kayerkan,40.0,RU,1569520940.0,86.0,69.35,87.76,33.8,11.18
436,prince rupert,90.0,CA,1569520822.0,87.0,54.32,-130.32,51.8,10.29
437,kollam,40.0,IN,1569520940.0,88.0,8.88,76.6,78.8,1.57
438,tateyama,11.0,JP,1569520941.0,76.0,36.66,137.31,69.01,1.99
439,anjiang,5.0,CN,1569520941.0,63.0,27.32,110.14,63.74,2.06
440,smithers,75.0,CA,1569520941.0,87.0,54.78,-127.17,42.8,4.07
441,blackwater,92.0,GB,1569520941.0,72.0,51.33,-0.78,63.0,17.22
442,lesozavodsk,0.0,RU,1569520941.0,82.0,45.47,133.42,50.06,3.56
443,san jose,1.0,HN,1569520782.0,66.0,14.25,-87.96,84.2,9.17
444,marawi,19.0,PH,1569520942.0,91.0,8.0,124.29,75.0,5.01
445,sept-iles,90.0,CA,1569520942.0,100.0,50.2,-66.38,46.99,8.05
446,tarauaca,1.0,BR,1569520942.0,24.0,-8.16,-70.77,103.7,2.19
447,nemuro,13.0,JP,1569520943.0,66.0,43.32,145.57,59.42,10.31
448,palanga,75.0,RO,1569520943.0,82.0,44.45,25.08,61.4,6.2
449,nogliki,0.0,RU,1569520943.0,66.0,51.8,143.14,40.16,10.65
450,east wenatchee bench,90.0,US,1569520943.0,59.0,47.43,-120.28,71.01,3.36
451,shimoda,7.0,JP,1569520943.0,94.0,34.7,138.93,68.0,7.54
452,orlik,0.0,PL,1569520944.0,93.0,53.95,17.74,59.0,2.24
453,mayo,75.0,CA,1569520944.0,65.0,63.59,-135.9,32.0,3.36
454,apac,100.0,UG,1569520944.0,95.0,1.98,32.53,66.26,3.4
455,lerwick,75.0,GB,1569520945.0,93.0,60.15,-1.15,55.4,20.8
456,gilazi,,,,,,,,
457,braco do norte,20.0,BR,1569520945.0,71.0,-28.27,-49.17,68.96,4.81
458,panama city,1.0,US,1569520945.0,59.0,30.16,-85.65,93.2,8.05
459,francisco sa,0.0,BR,1569520945.0,21.0,-16.48,-43.49,93.2,9.17
460,korla,,,,,,,,
461,ixtapa,40.0,MX,1569520946.0,79.0,20.71,-105.21,87.01,6.42
462,andalan,34.0,PH,1569520946.0,86.0,5.96,121.39,75.44,1.43
463,doctor pedro p. pena,,,,,,,,
464,hammerfest,75.0,NO,1569520948.0,100.0,70.66,23.68,48.2,18.34
465,tsihombe,,,,,,,,
466,bani walid,0.0,LY,1569520948.0,64.0,31.76,14.0,71.48,9.66
467,podgorenskiy,70.0,RU,1569520949.0,41.0,50.4,39.64,51.14,6.26
468,batagay,100.0,RU,1569520952.0,97.0,67.65,134.64,33.14,2.8
469,khromtau,100.0,KZ,1569520952.0,60.0,50.26,58.44,41.78,6.55
470,westport,20.0,US,1569520657.0,57.0,41.14,-73.36,80.01,14.99
471,noumea,90.0,NC,1569520952.0,72.0,-22.28,166.46,72.0,1.12
472,tessalit,0.0,ML,1569520953.0,7.0,20.2,1.01,97.58,9.19
473,pimenta bueno,73.0,BR,1569520953.0,50.0,-11.68,-61.19,90.02,6.85
474,darhan,29.0,MN,1569520953.0,86.0,49.49,105.92,50.78,0.83
475,wadi maliz,28.0,TN,1569520953.0,65.0,36.47,8.55,77.0,9.17
476,punta cardon,57.0,VE,1569520954.0,73.0,11.61,-70.22,83.18,6.33
477,san patricio,0.0,PY,1569520954.0,30.0,-26.98,-56.83,81.92,6.26
478,roald,0.0,NO,1569520954.0,81.0,62.58,6.12,55.4,9.17
479,birin,75.0,NP,1569520954.0,88.0,26.89,88.07,75.2,2.24
480,portland,40.0,US,1569520825.0,68.0,43.66,-70.25,78.8,12.75
481,nortelandia,95.0,BR,1569520954.0,72.0,-14.45,-56.8,78.32,5.97
482,kazalinsk,,,,,,,,
483,matara,99.0,BI,1569520955.0,81.0,-3.48,29.48,55.28,2.53
484,itoman,75.0,JP,1569520955.0,94.0,26.12,127.67,82.4,5.82
485,lincoln,75.0,US,1569520746.0,40.0,40.8,-96.67,73.0,8.05
486,barbosa ferraz,0.0,BR,1569520956.0,34.0,-24.03,-52.01,84.99,5.01
487,koratagere,40.0,IN,1569520956.0,100.0,13.52,77.24,73.4,2.24
488,zeya,9.0,RU,1569520956.0,91.0,53.74,127.27,39.8,3.42
489,markala,24.0,ML,1569520956.0,44.0,13.69,-6.07,91.28,8.84
490,ottawa,75.0,CA,1569520806.0,82.0,45.42,-75.69,63.0,2.24
491,ambikapur,100.0,IN,1569520957.0,95.0,23.12,83.2,70.22,4.72
492,at-bashi,0.0,KG,1569520957.0,44.0,41.17,75.81,49.16,1.66
493,rungata,,,,,,,,
494,medicine hat,75.0,CA,1569520838.0,76.0,50.04,-110.68,55.0,2.24
495,chunhuhub,65.0,MX,1569520957.0,40.0,19.59,-88.59,97.76,3.0
496,russell,90.0,US,1569520958.0,37.0,38.9,-98.86,71.6,13.87
497,roshchino,40.0,RU,1569520958.0,69.0,55.31,61.27,39.2,2.24
498,saint george,20.0,GR,1569520805.0,83.0,39.45,22.34,73.4,5.82
499,pemba,40.0,MZ,1569520958.0,73.0,-12.97,40.52,77.0,17.22
500,chegdomyn,0.0,RU,1569520958.0,95.0,51.13,133.04,32.42,2.51
501,prieska,0.0,ZA,1569520958.0,21.0,-29.67,22.74,58.52,4.34
502,carutapera,84.0,BR,1569520959.0,66.0,-1.2,-46.02,84.8,10.58
503,port hawkesbury,90.0,CA,1569520959.0,77.0,45.62,-61.36,63.0,10.29
504,tevaitoa,62.0,PF,1569520959.0,80.0,-16.78,-151.5,79.4,18.59
505,bratsk,100.0,RU,1569520959.0,93.0,56.15,101.63,41.0,8.95
506,guadalajara,0.0,ES,1569520960.0,30.0,40.63,-3.16,80.6,8.05
507,lakes entrance,20.0,AU,1569520960.0,94.0,-37.88,147.99,39.0,3.0
508,lolua,,,,,,,,
509,rawson,100.0,AR,1569520960.0,34.0,-43.3,-65.11,57.8,18.37
510,majene,40.0,ID,1569520960.0,72.0,-3.54,118.97,81.92,17.02
511,clarence town,90.0,AU,1569520960.0,100.0,-32.59,151.78,61.0,6.93
512,moose factory,75.0,CA,1569520961.0,76.0,51.26,-80.61,53.6,12.75
513,yatou,75.0,CM,1569520961.0,88.0,3.63,9.81,80.6,2.24
514,conakry,79.0,GN,1569520961.0,83.0,9.52,-13.7,80.12,10.45
515,ust-omchug,14.0,RU,1569520961.0,93.0,61.13,149.63,17.84,7.38
516,teya,75.0,MX,1569520962.0,74.0,21.05,-89.07,91.0,9.17
517,bousso,,,,,,,,
518,botro,20.0,CI,1569520962.0,74.0,7.85,-5.31,82.4,4.7
519,khonuu,,,,,,,,
520,aksha,65.0,RU,1569520962.0,82.0,50.28,113.29,52.22,1.74
521,the pas,75.0,CA,1569520962.0,65.0,53.82,-101.24,46.4,8.05
522,gat,75.0,SN,1569520962.0,88.0,14.69,-16.54,91.4,11.41
523,blackfoot,1.0,US,1569520963.0,22.0,43.19,-112.35,66.99,12.75
524,kavaratti,100.0,IN,1569520819.0,82.0,10.57,72.64,79.94,16.6
525,usakos,87.0,NA,1569520963.0,16.0,-22.0,15.59,78.32,13.91
526,conway,90.0,US,1569520845.0,69.0,35.09,-92.44,82.99,4.41
527,namie,0.0,JP,1569520963.0,69.0,37.52,140.86,59.0,3.69
528,luis correia,20.0,BR,1569520964.0,62.0,-2.88,-41.67,87.8,14.99
529,port-gentil,40.0,GA,1569520964.0,83.0,-0.72,8.78,80.6,12.75
530,ijaki,,,,,,,,
531,muroran,0.0,JP,1569520964.0,83.0,42.32,140.98,60.68,4.79
532,bara,100.0,NG,1569520964.0,83.0,10.41,10.6,74.54,2.55
533,chicama,90.0,PE,1569520964.0,88.0,-7.84,-79.15,62.6,10.29
534,port pirie,89.0,AU,1569520965.0,43.0,-33.18,138.01,55.4,9.17
535,rock springs,1.0,US,1569520965.0,21.0,41.59,-109.2,60.8,17.22
536,cavalcante,57.0,BR,1569520965.0,30.0,-13.79,-47.46,81.92,3.85
537,atlantic city,,,,,,,,
538,burica,,,,,,,,
539,colquechaca,51.0,BO,1569520965.0,34.0,-18.7,-66.0,53.12,8.9
540,buluang,40.0,PH,1569520966.0,78.0,10.47,123.98,82.4,2.24
541,lalibela,99.0,ET,1569520966.0,61.0,12.04,39.05,59.78,6.58
542,arica,90.0,CL,1569520966.0,63.0,-18.48,-70.32,64.4,5.82
543,acuna,,,,,,,,
544,le port,20.0,FR,1569520966.0,41.0,42.87,1.37,75.2,6.93
545,alta floresta,20.0,BR,1569520966.0,52.0,-9.87,-56.08,89.6,4.7
546,tramore,75.0,IE,1569520967.0,87.0,52.16,-7.15,57.99,18.34
547,ngukurr,,,,,,,,
548,cleland,99.0,GB,1569520967.0,93.0,55.8,-3.92,57.2,9.17
549,san andres,8.0,PH,1569520967.0,93.0,13.32,122.68,75.26,1.99
550,matagami,75.0,NG,1569520967.0,88.0,9.67,8.4,71.6,20.8
551,kostomuksha,100.0,RU,1569520968.0,92.0,64.59,30.6,43.76,4.23
552,cooma,62.0,AU,1569520969.0,100.0,-36.24,149.13,30.2,4.7
553,robertson,86.0,AU,1569520972.0,100.0,-34.59,150.59,54.0,4.7
554,terney,0.0,RU,1569520972.0,75.0,45.05,136.61,45.38,7.09
555,mosquera,75.0,CO,1569520973.0,40.0,4.71,-74.23,68.0,14.99
556,palma del rio,0.0,ES,1569520973.0,21.0,37.7,-5.28,89.6,5.82
557,columbus,75.0,US,1569520817.0,38.0,32.46,-84.99,97.0,6.93
558,malgobek,90.0,RU,1569520973.0,100.0,43.51,44.59,57.2,4.47
559,kodinsk,86.0,RU,1569520973.0,95.0,58.6,99.18,32.6,7.67
560,albert lea,1.0,US,1569520818.0,45.0,43.65,-93.37,69.01,9.17
561,tilichiki,100.0,RU,1569520973.0,96.0,60.47,166.1,38.0,8.57
562,dubbo,0.0,AU,1569520974.0,74.0,-32.25,148.6,42.8,4.7
563,labuhan,29.0,ID,1569520974.0,95.0,-2.54,115.51,71.48,1.97
564,polson,90.0,US,1569520974.0,81.0,47.69,-114.16,53.01,11.41
565,lubango,0.0,AO,1569520974.0,72.0,-14.92,13.49,68.96,4.16
566,ardakan,0.0,IR,1569520975.0,13.0,32.31,54.02,84.2,6.93
567,halifax,20.0,CA,1569520773.0,77.0,44.65,-63.58,68.0,12.75
568,taber,75.0,CA,1569520975.0,47.0,49.79,-112.14,59.0,20.8
569,okhotsk,5.0,RU,1569520975.0,49.0,59.36,143.24,32.78,7.45
570,kosh-agach,12.0,RU,1569520975.0,73.0,49.99,88.66,34.76,3.85
571,port macquarie,13.0,AU,1569520975.0,100.0,-31.43,152.91,55.4,3.13
572,rockland,75.0,CA,1569520976.0,82.0,45.55,-75.29,63.0,2.24
573,sorvag,,,,,,,,
574,balgazyn,92.0,RU,1569520976.0,81.0,51.0,95.2,47.18,8.41
575,passo fundo,0.0,BR,1569520947.0,52.0,-28.26,-52.41,73.46,8.03
576,khandyga,100.0,RU,1569520976.0,94.0,62.65,135.58,37.46,11.61
577,fenoarivo,40.0,MG,1569520977.0,77.0,-18.93,47.44,64.4,14.99
578,afonso bezerra,0.0,BR,1569520977.0,25.0,-5.5,-36.51,97.22,9.6
579,sumbe,0.0,AO,1569520977.0,87.0,-11.2,13.84,74.0,7.14
580,marquette,90.0,US,1569520977.0,58.0,46.54,-87.4,57.99,11.41
581,codrington,90.0,AU,1569520977.0,93.0,-28.95,153.24,62.6,3.89
582,nanchong,25.0,CN,1569520977.0,69.0,30.8,106.08,68.78,0.58
583,kyshtovka,94.0,RU,1569520977.0,70.0,56.56,76.62,37.46,9.01
584,port hedland,20.0,AU,1569520978.0,93.0,-20.31,118.58,66.2,12.75
585,tosya,39.0,TR,1569520978.0,70.0,41.02,34.04,56.18,3.0
586,manzhouli,92.0,CN,1569520978.0,28.0,49.6,117.43,64.28,15.86
587,shingu,12.0,JP,1569520979.0,98.0,33.72,135.99,63.92,4.23
588,axim,79.0,GH,1569520979.0,86.0,4.87,-2.24,78.14,7.65
589,saldanha,9.0,PT,1569520979.0,33.0,41.42,-6.55,71.66,3.91
590,sorland,0.0,NO,1569520979.0,81.0,67.67,12.69,53.6,14.99
591,passo de camaragibe,40.0,BR,1569520979.0,65.0,-9.24,-35.49,80.6,13.87
592,isiro,100.0,CD,1569520979.0,98.0,2.77,27.62,69.5,1.16
593,gormi,,,,,,,,
594,fallon,90.0,US,1569520980.0,71.0,46.84,-105.12,57.0,9.17
595,chivay,0.0,PE,1569520980.0,17.0,-15.64,-71.6,56.72,13.29
596,ammon,1.0,US,1569520787.0,35.0,43.47,-111.97,62.01,10.29
597,fortuna,20.0,US,1569520980.0,72.0,40.6,-124.16,71.01,5.82
598,mandalgovi,69.0,MN,1569520980.0,23.0,45.76,106.27,62.66,16.6
599,lagoa,0.0,PT,1569520981.0,53.0,37.14,-8.45,81.0,6.93
600,bansko,13.0,MK,1569520981.0,79.0,41.39,22.75,62.84,3.31
601,ivdel,100.0,RU,1569520981.0,85.0,60.7,60.42,30.8,6.38
602,bolshiye uki,,,,,,,,
603,kozhva,98.0,RU,1569520981.0,96.0,65.11,57.05,35.12,4.68
604,valparaiso,1.0,US,1569520964.0,37.0,41.47,-87.06,72.0,12.75
605,shache,0.0,CN,1569520982.0,14.0,38.42,77.24,74.0,7.27
606,tchibanga,88.0,GA,1569520982.0,84.0,-2.92,11.0,76.34,5.39
607,eufaula,40.0,US,1569520982.0,34.0,31.89,-85.15,96.8,5.82
608,formoso do araguaia,,,,,,,,
